,lat,lng,name,vicinity,placeid
1087,39.02478,-76.98084899999999,"Dr. Joseph E. Taylor Jr, MD","1511 Oaklawn Drive, Silver Spring",ChIJ8dWoyLjFt4kRgQ3Hao7sjr4
1088,39.02117389999999,-76.9752255,Chiropratic,Silver Spring,ChIJHUDucsjFt4kRIzhzHhC-iik
1089,39.026064,-76.9804119,dentist 10401 new hampshire rd,"10401 New Hampshire Avenue, Silver Spring",ChIJe8LdI7nFt4kRnmuJqRxzlxs
1090,39.025037,-76.975746,Solomon Matthew A DO,"1741 Overlook Drive, Silver Spring",ChIJ1ZzygLfFt4kRaMD33ebhoqk
1091,39.024819,-76.974175,"Dr. John M. Ratino, MD","1746 Overlook Drive, Silver Spring",ChIJ05gFobfFt4kRBI9ZL4h0S5o
1092,39.0206643,-76.9728433,"Lima Redhead, MD","1738 Elton Road Suite 300, Silver Spring",ChIJmRlAGQfFt4kR_1FJwUrv2Bg
1093,39.0206091,-76.9726975,Grubb Larry MD,"1738 Elton Road, Silver Spring",ChIJnck5AMnFt4kRUHTx0qS-FBQ
1094,39.028548,-76.975132,Nam Myung H MD,"10518 Deneane Road, Silver Spring",ChIJNVLJpLDFt4kRyf47P-D7TDk
1095,39.0251795,-76.9708544,"Dr. Raymond J. Emanuel, MD","2007 Gatewood Place, Silver Spring",ChIJGRAIj7bFt4kRbUE8IUxuc6k
1096,39.02423599999999,-76.97013,Na Hong D MD,"1929 Powder Mill Road, Silver Spring",ChIJe0uzeLbFt4kRNi3aDwFgZ2U
1097,38.997804,-77.028555,Silver Spring Eye,"8630 Fenton Street #514, Silver Spring",ChIJNVOrJ7fIt4kRn3Vg6fpvtAY
1098,38.99786110000001,-77.0285147,Montgomery Infectious Disease: Posorske Lynette H MD,"8630 Fenton Street # 700, Silver Spring",ChIJtzVP4rnIt4kR5yJuqkSVRcA
1099,38.9982379,-77.0332829,"Karen E. Butler-Colbert, MSN","1400 Spring Street, Silver Spring",ChIJx8H2_8fIt4kRZOVKfXDPE9E
1100,38.9982379,-77.0332829,"Lisa M. Hoopes, CRNP","1400 Spring Street, Silver Spring",ChIJx8H2_8fIt4kRpNdR3340vOA
1101,38.9979427,-77.02849309999999,Taylor & Osterman,"8630 Fenton Street, Silver Spring",ChIJtzVP4rnIt4kRUSahBC92k1M
1102,38.9979427,-77.02849309999999,"Silver Spring Dermatology: Purnima Sau, MD","8630 Fenton Street Suite 906, Silver Spring",ChIJtzVP4rnIt4kRgEQ82QTdYIs
1103,38.9979427,-77.02849309999999,Capital Eye Physicians & Surgeons,"8630 Fenton Street # P7, Silver Spring",ChIJtzVP4rnIt4kRirJx9G10oZU
1104,38.99786110000001,-77.0285147,Snyder Joseph MD,"8630 Fenton Street # 608, Silver Spring",ChIJtzVP4rnIt4kRNOjhr4oIo84
1105,38.997919,-77.028482,The Retina Group of Washington,"8630 Fenton Street #1104, Silver Spring",ChIJtzVP4rnIt4kRMqgVIp_rrpA
1106,38.99791939999999,-77.0284823,"Dr. Howard G. Osterman, DPM","8630 Fenton Street Suite 1, Silver Spring",ChIJtzVP4rnIt4kRuS81YT-AYio
1107,38.99786110000001,-77.0285147,Center For Male Sexuality: Scarzella Giulio I MD,"8630 Fenton Street # 218, Silver Spring",ChIJtzVP4rnIt4kRr9jd-pAwHdc
1108,38.99786110000001,-77.0285147,"Paul M. Taylor, DPM","8630 Fenton Street, Silver Spring",ChIJtzVP4rnIt4kRE_2wzZPbO-E
1109,38.99786110000001,-77.0285147,Center For Male Sexuality,"8630 Fenton Street # 218, Silver Spring",ChIJtzVP4rnIt4kREjAn9RaPSe4
1110,38.99786110000001,-77.0285147,"Harold I. Rodman, M.D.","8630 Fenton Street #130, Silver Spring",ChIJtzVP4rnIt4kRGd4T7mILe_U
1111,38.9979427,-77.02849309999999,"Dr. William L. Gonzalez, MD","8630 Fenton Street # P7, Silver Spring",ChIJtzVP4rnIt4kRdABp9sQUAaM
1112,38.9978961,-77.0284697,"Dr. Joel M. Engelstein, MD","8630 Fenton Street #130, Silver Spring",ChIJtzVP4rnIt4kRxJILUWHOMA8
1113,38.99786110000001,-77.0285147,"Arusha Gupta, MD","8630 Fenton Street #514, Silver Spring",ChIJtzVP4rnIt4kRWBeQt6fz7o4
1114,38.997927,-77.02848279999999,"Rebecca Shaffer, MD","8630 Fenton Street #700, Silver Spring",ChIJtzVP4rnIt4kRVcT3W0b1NN0
1115,38.99786110000001,-77.0285147,Montgomery Infectious Disease: Trinh Phuong D MD,"8630 Fenton Street # 700, Silver Spring",ChIJtzVP4rnIt4kRq1qkNXU0rpg
1116,38.99786110000001,-77.0285147,Montgomery Infectious Disease Associates,"8630 Fenton Street Suite 700, Silver Spring",ChIJtzVP4rnIt4kReSOGXF5OdCs
1117,38.99786110000001,-77.0285147,"Dr. Samuel B. Barone, MD","8630 Fenton Street #410, Silver Spring",ChIJtzVP4rnIt4kRc_vvd9iAe_Q
1118,38.9979427,-77.02849309999999,Community Clinic Health Welness,"8630 Fenton Street #1200, Silver Spring",ChIJtzVP4rnIt4kRDpBCXOgQmgc
1119,38.99614800000001,-77.035707,Acupuncture by Stephanie Mwangaza Brown,"8555 16th Street #403, Silver Spring",ChIJyzQBK7HIt4kRsIEzxM6TDao
1120,38.99666620000001,-77.0290323,American Eye Care Center,"8650 Georgia Avenue, Silver Spring",ChIJtzVP4rnIt4kRCvl0gdSNpmY
1121,39.0003445,-77.027795,Orthopaedic Surgeons,"8830 Cameron Street, Silver Spring",ChIJyzQBK7HIt4kRUcRk3TxQSOE
1122,38.998867,-77.032264,Maryland Oral Surgery Assoc: Dr G Nathan Dr L Cohen Dr M Stark Dr Frey Drs B/M Robinson Dr Batrouni,"1300 Spring Street SUITE 350, Silver Spring",ChIJKdq0A0Hdt4kRJPWFsjxXt4I
1123,38.99791279999999,-77.0296843,"Scott Kwiatkowski DO, PC","8701 Georgia Avenue, Silver Spring",ChIJgdUO2LnIt4kR-VCjNMlwblc
1124,38.99791939999999,-77.0284824,Virgo-Carter Pediatrics,"8630 Fenton Street #230, Silver Spring",ChIJNVOrJ7fIt4kRYTIY9nyl04w
1125,39.0003336,-77.02767740000002,Kaufman & Zinsmeister,"8830 Cameron Street # 601, Silver Spring",ChIJp7KE1LDIt4kRbQnPvvgb-is
1126,38.9982652,-77.033369,"Lorraine Baker-Francis, CRNP","1400 Spring Street, Silver Spring",ChIJx8H2_8fIt4kRMhaeYqxbeWA
1127,39.00032059999999,-77.0286497,"Dr. Yolande M. Robertson-Hackney, MD","1111 Spring Street, Silver Spring",ChIJKdTVJrfIt4kRLJ41XO0umaA
1128,39.0003354,-77.0286165,Rudesill Rebecca H MD,"1111 Spring Street #210, Silver Spring",ChIJKdTVJrfIt4kRKneQe0mdl5U
1129,38.9982652,-77.033369,Mc Cleery Jennifer,"1400 Spring Street # 450, Silver Spring",ChIJx8H2_8fIt4kROO8mtK-sgM0
1130,38.9982652,-77.033369,Pei Richard w MD,"1400 Spring Street # 350, Silver Spring",ChIJx8H2_8fIt4kRm9TnbKIW-Ac
1131,38.9982379,-77.0332829,"Dr. Joshua N. Steiner, MD","1400 Spring Street, Silver Spring",ChIJ9XAPlbDIt4kRRYyUURwvyXs
1132,38.9982379,-77.0332829,"Dr. Dwight L. Donesky, MD","1400 Spring Street, Silver Spring",ChIJA1Wsh5XIt4kR0TyrCkvhtAA
1133,38.99809719999999,-77.0286746,Metropolitan Women's Group,"8630 Fenton Street #122, Silver Spring",ChIJKdTVJrfIt4kRfqwrepG0dlE
1134,39.000495,-77.02861299999999,"Dr. Joel M. Engelstein, MD","8905 Fairview Road, Silver Spring",ChIJaWRG37bIt4kRMPS9f7PX_sM
1135,38.9991146,-77.0319859,"Dr. Mark A. Major, MD","1300 Spring Street Ste 122, Silver Spring",ChIJgwdcjLvIt4kRRAECSVKZgXs
1136,39.0003387,-77.0286101,"Dr. Richard E. Blake, MD","1111 Spring Street Ste 300, Silver Spring",ChIJKdTVJrfIt4kRZp0rUVlzjK4
1137,38.9853539,-77.0016717,Munro Thomas J MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kR2-OzR1WPeAw
1138,38.9855621,-77.00192559999999,Washington Adventist Hospital: Frank Shin MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRs5tYslSqaag
1139,38.9855621,-77.00192559999999,"Joanna M. Holt, NP","7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRxEQcklKXY_g
1140,38.9855621,-77.00192559999999,"Dr. Dawit G. Mekonnen, MD","7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRVZ8g7TM2ri8
1141,38.9856862,-77.00192650000001,"Kimberly D. Dalin, MA","7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRgR9Zb_2txlQ
1142,38.9855621,-77.00192559999999,"Danielle K. Katen, MS","7600 Carroll Avenue # 5200, Takoma Park",ChIJI8-inyLGt4kRPVCETmuxqjI
1143,38.9855621,-77.00192559999999,Washington Adventist Hospital: Tabar Saam P MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRAf2veJXXHzE
1144,38.98581350000001,-77.0018192,"PEARSON III MD, LEVI","7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRZ-5VC6OjLXI
1145,38.9855621,-77.00192559999999,Washington Adventist Hospital: Nguyen Judy P MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kR6pnUtWgbwww
1146,38.9855621,-77.00192559999999,"Laura K. Topper, NP","7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRqseYPX1vMiI
1147,38.9855621,-77.00192559999999,Cardiovascular Consultants: Di Bianco Robert MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRNhAS9dj3FLg
1148,38.9855621,-77.00192559999999,Washington Adventist Hospital: Purushothaman A MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRSDhDF34IURU
1149,38.9855621,-77.00192559999999,"Dr. Richard S. Squires, MD","7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRvuJOCjLc5Nc
1150,38.9855621,-77.00192559999999,Washington Adventist Hospital: Chen Helen H MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kR7us3m_CtYM4
1151,38.9855621,-77.00192559999999,Washington Adventist Hospital: Cooper Richard I MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRT2B6WCAuDbQ
1152,38.9855621,-77.00192559999999,Washington Adventist Hospital: Popa Christian MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRErXnnaQwSQA
1153,38.9855621,-77.00192559999999,"Susan C. Nelson-Wilson, CRNP","7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRg3cekyunuWQ
1154,38.9855621,-77.00192559999999,Washington Adventist Hospital: Hawley Toni Ann MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRw46VHOtRkb8
1155,38.9855621,-77.00192559999999,"Benjamin M. Holquist, CRNP","7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRrhjQhK8zc_I
1156,38.9855621,-77.00192559999999,Washington Adventist Hospital: Stern Lea MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRNJRyxqbmVRY
1157,38.9855621,-77.00192559999999,Washington Adventist Hospital: Garcia John F MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRAlnM0b0xnms
1158,38.9855621,-77.00192559999999,Washington Adventist Hospital: Ayene Adamu MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kR6w_5U2Zw3rE
1159,38.9855621,-77.00192559999999,Washington Adventist Hospital: Burton Nelson A MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRN7Sa6_dmyGg
1160,38.9855621,-77.00192559999999,Washington Adventist Hospital: Rodriguez David Anton DO,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRJz06Vv55rt0
1161,38.9855621,-77.00192559999999,Washington Adventist Hospital: Liang Haiying MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kR3SebedeE7fA
1162,38.9855621,-77.00192559999999,"Weldemariam Mezghebe, PA","7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kR4888tvesVAg
1163,38.9855621,-77.00192559999999,Washington Adventist Hospital: Lingelbach Jane M MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRB-32s2Ezvcg
1164,38.9855621,-77.00192559999999,Washington Adventist Hospital: Rumore-Farris Phyllis,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRl1vkoIZleCA
1165,38.9855621,-77.00192559999999,Washington Adventist Hospital: Xiayan Weijia MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kR8RZdjnIK7rk
1166,38.98686359999999,-77.0020614,"Keith Lindgren, MD","7901 Maple Avenue, Takoma Park",ChIJI8-inyLGt4kRaJ-OScA2VDA
1167,38.98692190000001,-77.0020851,"Paul Massimiano, MD","7901 Maple Avenue Suite A, Takoma Park",ChIJI8-inyLGt4kRSh5kUtjBJG4
1168,38.9855452,-77.00191319999999,Adventist HealthCare Washington Adventist Hospital: Capital Internal Medicine,"7600 Carroll Avenue, Takoma Park",ChIJNQDhixjGt4kRNu78ELRyxVE
1169,38.9855452,-77.00191319999999,"Dr. Jennifer E. Obiadi, MD","7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRyRsfZD5f4Z0
1170,38.9855452,-77.00191319999999,"Dr. Kilole A. Kanno, DO","7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRLgHVGmC4jMc
1171,38.98471780000001,-77.0005123,"Dr. Ali Ghorbani, MD","7610 Carroll Avenue #480, Takoma Park",ChIJSfM69hjGt4kRpZhexmaQaY4
1172,38.9852852,-77.00164889999999,Fayaz A Shawl Md Pa,"7620 Carroll Avenue # 200, Takoma Park",ChIJV-MZpCLGt4kRTg5j6S6eCsw
1173,38.984587,-77.000464,"Richard M. Chasen, MD","7610 Carroll Avenue, Silver Spring",ChIJSfM69hjGt4kR5ihouDvWeuk
1174,38.9869063,-77.0020613,"Niv Ad, MD","7901 Maple Avenue suite a, Takoma Park",ChIJ23FYnmZLtokRnlYkE3lWx50
1175,38.9855452,-77.00191319999999,"Dr. Irving N. Weinberg, MD","7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRNzTy3CaypgE
1176,38.9855621,-77.00192559999999,Washington Imaging Associates: Rubin Bruce MD,"7600 Carroll Avenue, Takoma Park",ChIJI8-inyLGt4kRzJILavr0eao
1177,38.89875139999999,-77.2249326,"Dr. Sylvia M. Suarez, MD","2236C Gallows Road, Vienna",ChIJW8VlSRpLtokR9VHuwZ9guoE
1178,38.898722,-77.22496699999999,Excel Dermatology Institute: Suarez Silvia M MD,"2236 Gallows Road # C, Vienna",ChIJYZm1NxpLtokRC_m8xev4CRc
1179,38.898761,-77.224952,Excel Dermatology- An Affiliate of Anne Arundel Dermatology,"2236 C Gallows Road, Vienna",ChIJW8VlSRpLtokRqYaWcBMl9C4
1180,38.898761,-77.224952,Skyline Hearing & Health,"2236C Gallows Road # 1, Vienna",ChIJW8VlSRpLtokRsqzN8I0vh_8
1181,38.89963340000001,-77.22636969999999,"Amer A Saba, M.D.","2235 Cedar Lane, Vienna",ChIJFTpzHhtLtokRy3fCLExcaT0
1182,38.89963340000001,-77.22636969999999,Pimmit Counseling & Wellness,"2235 Cedar Lane Suite # 102, Vienna",ChIJ-ZajhyhLtokRKA8k03zoZzs
1183,38.89965799999999,-77.226336,Einstein Pediatrics,"2235 Cedar Lane, Vienna",ChIJN3RYI7NLtokRt4SEYEFmdZI
1184,38.89872099999999,-77.2246179,Faria Duyen T Do,"2236 Gallows Road, Vienna",ChIJW8VlSRpLtokRo_CwYBITjxo
1185,38.899641,-77.226354,Advanced Laparoscopic And General Surgery Associates (ALAGSA),"2235 Cedar Lane #302, Vienna",ChIJFTpzHhtLtokRUtlOkzhXrYI
1186,38.899641,-77.226354,Elite Plastic Surgery LLC,"2235 Cedar Lane # 302, Vienna",ChIJFTpzHhtLtokRffMKAeZPT2I
1187,38.899641,-77.226354,Advanced Bariatric Surgery Associates,"2235 Cedar Lane # 101, Vienna",ChIJn0vaBhtLtokRm7u5FeeoAkI
1188,38.89963340000001,-77.22636969999999,"Dr. Slavka A. Minassian, MD","2235 Cedar Lane, Vienna",ChIJFTpzHhtLtokR_T_G-gMZH4o
1189,38.89963340000001,-77.22636969999999,"James R. Perlstrom, PHD","2235 Cedar Lane, Vienna",ChIJFTpzHhtLtokRmhtFdbAKejE
1190,38.892335,-77.22176,Covington Marche E,"8016 North Park Street, Dunn Loring",ChIJ8zZLlRZLtokRg3Q9JhexwCk
1191,38.89763320000001,-77.22389969999999,"Monamie Ghatak, DDS","2301 Gallows Road #115, Dunn Loring",ChIJyXdnIAhLtokRNCrrIulLBTQ
1192,38.89763320000001,-77.22389969999999,Merrifield Pediatric Dentistry,"2301 Gallows Road Suite 115, Dunn Loring",ChIJUf0x7IhLtokRymp5aQCJbs4
1193,38.89872099999999,-77.22461799999999,"Amy N. Goodwine, AUD","2236 Gallows Road, Vienna",ChIJYZm1NxpLtokR9qB4f2ZeZZQ
1194,38.89872099999999,-77.22461799999999,"Dr. Lynda Tang, DO","2236 Gallows Road, Vienna",ChIJYZm1NxpLtokR4i9aqyOFxH0
1195,38.8991782,-77.2247979,Peridontist,"2230 Gallows Road, Dunn Loring",ChIJVVUVtRtLtokRUR4eqcN3mUM
1196,38.8894987,-77.22187869999999,Renaissance Pediatric Unit,"8000 Iliff Drive, Dunn Loring",ChIJgy7aRhRLtokRimmJvbcA53s
1197,38.900433,-77.218042,Bach-Huynh Thien-Giang MD,"7887 Galesburg Place, Dunn Loring",ChIJ2-0BrxhLtokRzzqtKnLK4Ws
1198,38.9024374,-77.2226871,"Dr. Christopher M. Curcio, MD","2186 Harithy Drive, Dunn Loring",ChIJbTWrvB5LtokR0PneXBzb78s
1199,38.9029687,-77.2238083,Robert Duca,"2136 Gallows Road, Vienna",ChIJwYW4nx5LtokRgr7eNcczcXs
1200,38.89469,-77.1918237,Arlington Clinic,"7115 Leesburg Pike # 315, Falls Church",ChIJX1-TUdK0t4kRXANQWeXsuhI
1201,38.89469,-77.191824,Tysons Pediatric Dentistry,"7115 Leesburg Pike ste 210, Falls Church",ChIJX1-TUdK0t4kR3Mx6AQpTr1s
1202,38.89469,-77.1918237,Integrated Neurology Services,"7115 Leesburg Pike #201, Falls Church",ChIJX1-TUdK0t4kR-AELBkwxS74
1203,38.8946865,-77.191822,Center for Primary Care and Geriatrics,"7115 Leesburg Pike #211, Falls Church",ChIJX1-TUdK0t4kRj8y5kVwAbK0
1204,38.89469,-77.1918237,Dr. Nastaran Nina Ejtemai DDS PC,"7115 Leesburg Pike #310, Falls Church",ChIJX1-TUdK0t4kRVD-rr6ninAA
1205,38.89469,-77.1918237,Zhao Chi G MD,"7115 Leesburg Pike # 201, Falls Church",ChIJX1-TUdK0t4kRTSJd4tem-ig
1206,38.896696,-77.18940359999999,"Eric E. Mccollum, PHD","7054 Haycock Road, Falls Church",ChIJBzEP-tO0t4kRHzdU0Y_qwqg
1207,38.89469,-77.191824,"Natalia Kayloe, M.D.","7115 Leesburg Pike Suite 201, Falls Church",ChIJARn_pkm0t4kRDuDzYatJ7-A
1208,38.8946818,-77.19183129999999,"Dr.CISSY P. POTTANAT, MD.,MPH.","7115 Leesburg Pike Suite # 211, Falls Church",ChIJMYruHI-0t4kRvPmrW_E-w-4
1209,38.89469,-77.1918237,"Richard Pergolizzi Jr., M.D.","7115 Leesburg Pike Suite 201, Falls Church",ChIJTxOn99K0t4kRnw1WDF-_Z6Q
1210,38.89469,-77.1918237,"Simon Fishman, M.D.","7115 Leesburg Pike Suite 201, Falls Church",ChIJTxOn99K0t4kR3OU_brLWbTI
1211,38.89469,-77.1918237,"Neal K. Maru, M.D.","7115 Leesburg Pike Suite 201, Falls Church",ChIJTxOn99K0t4kRq5nHl8bTuOo
1212,38.90200139999999,-77.20540129999999,"Mehrnush Mohebi, EDD","2190 Pimmit Drive, Falls Church",ChIJ-ZajhyhLtokR_-DICwH-nVY
1213,38.900829,-77.20510399999999,Curcio Edward P MD,"2251 Pimmit Drive # C3, Falls Church",ChIJu1GDWChLtokRUYMLJYyLLZg
1214,38.9008292,-77.2051039,Johnson Robert W MD,"2251 Pimmit Drive, Falls Church",ChIJu1GDWChLtokR9bz-iwsQpms
1215,38.8945665,-77.1919193,Awan Mushtaq A MD,"7115 Leesburg Pike # 309, Falls Church",ChIJ7UXU99K0t4kR8vUz30aoRdI
1216,38.89469,-77.1918237,"Tracy V. Fulton, M.D.","7115 Leesburg Pike Suite 201, Falls Church",ChIJTxOn99K0t4kRIi2ja7cdXhw
1217,38.8946736,-77.19184849999999,Mostaghim Dariush DDS,"7115 Leesburg Pike Suite 310, Falls Church",ChIJBW0G99K0t4kRb6Y_pg3SuHk
1218,38.89467399999999,-77.19182889999999,"Awan, Dr. Mushtaq A","7115 Leesburg Pike #315, Falls Church",ChIJP__c5yW0t4kRUm6LK6LUleA
1219,38.8945665,-77.1919193,Khan Zafar A,"7115 Leesburg Pike # 309, Falls Church",ChIJ7UXU99K0t4kR6dkFJUPBVKY
1220,38.8945665,-77.1919193,"Dr. Shahid A. Waraich, MD","7115 Leesburg Pike, Falls Church",ChIJX1-TUdK0t4kRAWjqWpUR61A
1221,38.8945665,-77.1919193,Dikeman,"7115 Leesburg Pike, Falls Church",ChIJXWPjSBy1t4kRhoRZLE8ocWc
1222,38.8943711,-77.1919671,"Dr. Daniel L. Kline, MD","7115 Leesburg Pike #201, Falls Church",ChIJ0V6vn2S1t4kRWFcPECkD0ug
1223,38.894588,-77.20298,"Robert G. Molloy, LPC","2400 Claremont Drive, Falls Church",ChIJf5hPKy5LtokRfVaYpmr2ReA
1224,38.8938981,-77.18905079999999,Falls Church Modern Dentistry,"1212 West Broad Street, Falls Church",ChIJh9rEro-1t4kRvhqj5Q12Sc0
1225,38.8918864,-77.195805,"Julie A. Day, MA","2426 Chestnut Street, Falls Church",ChIJnfuoxzJLtokRiTxT4YnfWiI
1226,38.8676644,-77.1532524,"Dr. Christina A. Bruno, MD","6231 Leesburg Pike Suite 608, Falls Church",ChIJrziVHoa0t4kR6JuDlS4B83M
1227,38.86776479999999,-77.1531041,"Dr. Mary B. Mcateer, MD","6231 Leesburg Pike #608, Falls Church",ChIJrziVHoa0t4kRPWqA0bjlMeM
1228,38.8676613,-77.1532354,Jeffery Amy MD,"6231 Leesburg Pike #608, Falls Church",ChIJrziVHoa0t4kRJ7PT40xK3Og
1229,38.86776479999999,-77.1531041,Seidman David MD,"6231 Leesburg Pike, Falls Church",ChIJrziVHoa0t4kRS1lrBFLEPlc
1230,38.86766130000001,-77.15323529999999,"William L. Rich, III, M.D., FACS","6231 Leesburg Pike #608, Falls Church",ChIJrziVHoa0t4kRAM8d5y-dkBc
1231,38.8676726,-77.1531772,"Dr. Richard E. Linde, MD","6231 Leesburg Pike, Falls Church",ChIJrziVHoa0t4kRS_kkNiuJDhI
1232,38.8676726,-77.1531772,"Kenneth G. Henry, PHD","6231 Leesburg Pike, Falls Church",ChIJrziVHoa0t4kR0pexK8DJwAE
1233,38.8676726,-77.1531772,"Jessica E. Oliver, M.D., M.P.H.","6231 Leesburg Pike #608, Falls Church",ChIJrziVHoa0t4kR_YoMx4MZ0gk
1234,38.8676726,-77.1531772,"David J. Forster, M.D.","6231 Leesburg Pike #608, Falls Church",ChIJrziVHoa0t4kRw9dP3BlLxrQ
1235,38.86776479999999,-77.1531041,Northern Va Ophthalmology: Martin John P MD,"6231 Leesburg Pike # 608, Falls Church",ChIJrziVHoa0t4kRi0GDU_FUwOo
1236,38.86776479999999,-77.1531041,"Dr. John L. Curry, MD","6231 Leesburg Pike, Falls Church",ChIJrziVHoa0t4kRoQCKC7S9DoE
1237,38.86776479999999,-77.1531041,Northern Va Ophthalmology: Tran Ha-Phuong MD,"6231 Leesburg Pike # 608, Falls Church",ChIJrziVHoa0t4kR9KadrD9Q_uo
1238,38.86776479999999,-77.1531041,Abad Marina S,"6231 Leesburg Pike # 200, Falls Church",ChIJrziVHoa0t4kRPm1-BOleAiQ
1239,38.865584,-77.151746,Campana J L MD,"6201 Leesburg Pike, Falls Church",ChIJ89KyUoa0t4kRotY4e__cLYs
1240,38.86776479999999,-77.1531041,Ear Nose & Throat Specialists: Gurian Josef E MD,"6231 Leesburg Pike # 500, Falls Church",ChIJrziVHoa0t4kRhEIqhDA1F7c
1241,38.865606,-77.151744,Camacho Jaime MD,"6201 Leesburg Pike #410, Falls Church",ChIJ89KyUoa0t4kRm1YoeqooKpE
1242,38.8676613,-77.1532354,Ellis Forrest MD,"6231 Leesburg Pike #608, Falls Church",ChIJrziVHoa0t4kR-LC9oUG3NaA
1243,38.8676726,-77.1531772,Frayna Christina F MD,"6231 Leesburg Pike, Falls Church",ChIJrziVHoa0t4kRu2XN829jEXw
1244,38.86765370000001,-77.15323479999999,"Donnia Zack-Williams, BA","6231 Leesburg Pike Suite 512, Falls Church",ChIJrziVHoa0t4kRSxnQQb6W6ug
1245,38.86765370000001,-77.15323479999999,"Jian Yu, AUD","6231 Leesburg Pike Suite 512, Falls Church",ChIJrziVHoa0t4kRzcxy0SQ5J2I
1246,38.8676726,-77.1531772,"Emily B. Graham, AUD","6231 Leesburg Pike, Falls Church",ChIJrziVHoa0t4kR8VejhIFOz2I
1247,38.86765370000001,-77.15323479999999,"Sandra L. Kester, AU","6231 Leesburg Pike Suite 512, Falls Church",ChIJrziVHoa0t4kR4NCRFX4wqc4
1248,38.86765370000001,-77.15323479999999,"Abigail K. Poyser, AUD","6231 Leesburg Pike Suite 512, Falls Church",ChIJrziVHoa0t4kR6wTmctyA8-Q
1249,38.86765370000001,-77.15323479999999,"Richard C. Hoben, AUD","6231 Leesburg Pike Suite 512, Falls Church",ChIJrziVHoa0t4kRs1wizS5b8nM
1250,38.8676726,-77.1531772,"Jessica L. Cooper, AUD","6231 Leesburg Pike, Falls Church",ChIJrziVHoa0t4kR4HwJYeJ_Lm0
1251,38.8676726,-77.1531772,"Lauren A. Paroly, AUD","6231 Leesburg Pike, Falls Church",ChIJrziVHoa0t4kRPOJyJ_qal-g
1252,38.8656359,-77.151707,"Dr. Jamal U. Zia, MD","6201 Leesburg Pike, Falls Church",ChIJ89KyUoa0t4kRqiScvsG0R9U
1253,38.86776479999999,-77.1531041,Fitzgerald Dennis C MD,"6231 Leesburg Pike # 512, Falls Church",ChIJrziVHoa0t4kRqOePSl2LJ5A
1254,38.86776479999999,-77.1531041,Matranga Dana M,"6231 Leesburg Pike # 200, Falls Church",ChIJrziVHoa0t4kRsjkT4MUHy9E
1255,38.86776479999999,-77.1531041,Curry & Associates PC,"6231 Leesburg Pike, Falls Church",ChIJrziVHoa0t4kRmNCdW9HwAuE
1256,38.865606,-77.151744,Geriatric Psychiatry: Gebara David J MD,"6201 Leesburg Pike # 308, Falls Church",ChIJ89KyUoa0t4kRnI4HZBFBk_M
1257,38.865606,-77.151744,Guevara Lorena L,"6201 Leesburg Pike # 410, Falls Church",ChIJ89KyUoa0t4kRmG93nXTH4Io
1258,38.865606,-77.151744,Associated Asthma & Allergy: Latkin Peter C MD,"6201 Leesburg Pike # 300, Falls Church",ChIJ89KyUoa0t4kRYpFohrXq2X8
1259,38.870074,-77.1583743,Dominion Hospital: Mitchell William MD,"2960 Sleepy Hollow Road, Falls Church",ChIJzw9hqI-0t4kR_ORJwyKKJRE
